size,graph,idx,gw_solution,gw_val,opt_solution,opt_val,optimal,ar,worst_val,num_cuts
16,gnp8w,0,12443,19.860799799863734,12691_52844,20.146236419677734,False,0.9929751637478657,-20.486258,10
16,gnp8w,1,2161,22.603693456218885,2161_63374,22.603694915771484,True,0.9999999612083385,-15.021726,10
16,gnp8w,2,1181,15.42980467325692,1181_64354,15.429804801940918,True,0.9999999958321838,-15.445836,10
16,gnp8w,3,15979,22.623154848292543,15979_49556,22.62315368652344,True,1.0,-14.521673,10
16,gnp8w,4,11171,15.635569467338312,11171_54364,15.635571479797363,True,0.9999999465657932,-22.026802,10
16,gnp8w,5,13802,22.92895511365246,13802_51733,22.928956985473633,True,0.9999999461674874,-11.842245,10
16,gnp8w,6,9285,16.83363486016134,9285_56250,16.833635330200195,True,0.9999999862550089,-17.363466,10
16,gnp8w,7,29299,16.11053655663824,29299_36236,16.110536575317383,True,0.9999999994391998,-17.197489,10
16,gnp8w,8,4890,18.291589320331457,4890_60645,18.291587829589844,True,1.0,-18.045582,10
16,gnp8w,9,16028,23.26536106090895,16028_49507,23.26535987854004,True,1.0,-17.167067,10
16,gnp8w,10,14852,12.210059955351248,15044_50491,12.459186553955078,False,0.9920776415664256,-18.986828,10
16,gnp8w,11,18677,26.347848159089818,22773_42762,26.49237823486328,False,0.9965434840574076,-15.3214245,10
16,gnp8w,12,14824,14.793800445442695,14824_50711,14.793801307678224,True,0.9999999715889196,-15.554764,10
16,gnp8w,13,10424,19.443928161074368,10424_55111,19.443927764892575,True,1.0,-13.223652,10
16,gnp8w,14,1320,15.686207167550617,1320_64215,15.68620777130127,True,0.9999999824597898,-18.73474,10
16,gnp8w,15,16333,12.10934403016839,16333_49202,12.109346389770508,True,0.999999931163756,-22.169138,10
16,gnp8w,16,19524,25.83705676184221,19524_46011,25.837055206298828,True,1.0,-12.546786,10
16,gnp8w,17,24816,16.707898614578518,24816_40719,16.70789909362793,True,0.999999988061398,-23.41819,10
16,gnp8w,18,2181,10.185367210078828,2181_63354,10.185365676879885,True,1.0,-23.603582,10
16,gnp8w,19,4776,22.794658636787556,4776_60759,22.794658660888672,True,0.9999999993020928,-11.738758,10
16,gnp8w,20,27605,13.925723149171525,27605_37930,13.925724029541016,True,0.9999999746711972,-20.831919,10
16,gnp8w,21,13373,15.610927359050878,19394_46141,15.796375274658203,False,0.994969548288684,-21.068687,10
16,gnp8w,22,13751,17.64815252595476,16472_49063,18.075664520263672,False,0.9881435220894434,-17.981586,10
16,gnp8w,23,22044,16.517596511995787,22044_43491,16.517597198486328,True,0.9999999814824146,-20.55476,10
16,gnp8w,24,22277,12.738610645258248,22277_43258,12.738611221313477,True,0.99999998339075,-21.944185,10
16,gnp8w,25,10925,24.97896736491148,10925_54610,24.97896957397461,True,0.9999999462573002,-16.125462,10
16,gnp8w,26,26231,24.235744756526586,26231_39304,24.23574447631836,True,1.0,-10.800283,10
16,gnp8w,27,23130,26.545802129287235,23130_42405,26.54580307006836,True,0.9999999756092048,-12.025351,10
16,gnp8w,28,24650,20.640891514131525,24650_40885,20.640892028808594,True,0.9999999853320554,-14.447669,10
16,gnp8w,29,8403,13.57721385324318,8403_57132,13.577214241027832,True,0.999999989462516,-23.223282,10
16,gnp8w,30,5371,3.9168068229968753,15615_49920,3.9390182495117183,False,0.9992529261123282,-25.792213,10
16,gnp8w,31,1033,14.822818927124793,1033_64502,14.822819709777832,True,0.99999997511994,-16.63422,10
16,gnp8w,32,26138,26.006869274137745,26138_39397,26.00687026977539,True,0.999999973554918,-11.642385,10
16,gnp8w,33,2417,28.50906597016292,21577_43958,29.391948699951172,False,0.9770776052946578,-9.124216,10
16,gnp8w,34,20903,19.57666805099107,20903_44632,19.57666778564453,True,1.0,-16.528341,10
16,gnp8w,35,13063,17.339857705390102,12679_52856,18.2767276763916,False,0.972324145423518,-15.5748005,10
16,gnp8w,36,24283,23.619096620156256,24283_41252,23.619096755981445,True,0.9999999963568852,-13.663612,10
16,gnp8w,37,8520,17.066668288282784,8513_57022,17.18684196472168,False,0.9965221705621702,-17.367376,10
16,gnp8w,38,15004,19.61749414792039,13980_51555,19.676494598388672,False,0.9983837267645408,-16.827513,10
16,gnp8w,39,26334,14.411642583566952,26334_39201,14.41164207458496,True,1.0,-20.935177,10
16,gnp8w,40,31020,23.87730816548354,31020_34515,23.877309799194336,True,0.9999999574339477,-14.503294,10
16,gnp8w,41,27952,18.919104745614536,27952_37583,18.919105529785156,True,0.9999999758295276,-13.524225,10
16,gnp8w,42,16792,17.153959456274514,18845_46690,17.464120864868164,False,0.9906483270511032,-15.702288,10
16,gnp8w,43,1190,12.091105228597016,1190_64345,12.091104507446287,True,1.0,-28.573694,10
16,gnp8w,44,16299,12.857819542631876,16299_49236,12.857820510864258,True,0.9999999739237072,-24.272932,10
16,gnp8w,45,5185,8.931591193069158,5185_60350,8.93159008026123,True,1.0,-29.902927,10
16,gnp8w,46,5414,15.376177669083706,5414_60121,15.376176834106444,True,1.0,-22.512888,10
16,gnp8w,47,1798,17.95154658184844,1798_63737,17.951547622680664,True,0.9999999707086288,-17.582201,10
16,gnp9w,0,352,21.40013645872658,352_65183,21.40013885498047,True,0.9999999415410978,-19.590263,10
16,gnp9w,1,8708,13.076782739459464,8708_56827,13.076783180236816,True,0.9999999889426896,-26.786198,10
16,gnp9w,2,7332,26.953448832625448,7332_58203,26.953449249267575,True,0.9999999904381184,-16.619787,10
16,gnp9w,3,15498,22.90403503888625,15498_50037,22.904035568237305,True,0.999999986108782,-15.20285,10
16,gnp9w,4,17023,20.03696026043693,17023_48512,20.03696060180664,True,0.9999999914824717,-20.041534,10
16,gnp9w,5,25360,12.313453251598656,25360_40175,12.31345272064209,True,1.0,-29.284779,10
16,gnp9w,6,1300,17.97032282069145,1300_64235,17.97032356262207,True,0.999999983813062,-27.86482,10
16,gnp9w,7,13589,16.881766645926717,13589_51946,16.88176727294922,True,0.9999999825114972,-18.971645,10
16,gnp9w,8,6694,22.890493786162907,6694_58841,22.89049530029297,True,0.999999957614932,-12.8327,10
16,gnp9w,9,16057,15.25287776788254,15929_49606,15.570326805114746,False,0.9897479509652432,-15.394121,10
16,gnp9w,10,6013,19.245236524104783,6013_59522,19.24523544311523,True,1.0,-19.408401,10
16,gnp9w,11,11904,23.85613648025985,11904_53631,23.856138229370117,True,0.9999999541927764,-14.32802,10
16,gnp9w,12,27594,17.651299805711403,27594_37941,17.65130043029785,True,0.9999999838033248,-20.911333,10
16,gnp9w,13,5586,13.537608093551334,5586_59949,13.537609100341797,True,0.9999999699143896,-19.926577,10
16,gnp9w,14,10538,14.720642379938347,10538_54997,14.720643043518066,True,0.9999999815241772,-21.195469,10
16,gnp9w,15,8338,14.165475267459698,8338_57197,14.165475845336914,True,0.9999999849608214,-24.25931,10
16,gnp9w,16,24435,14.456522913009715,24435_41100,14.456521034240724,True,1.0,-22.216755,10
16,gnp9w,17,15738,16.83523959755057,15738_49797,16.83523941040039,True,1.0,-20.752445,10
16,gnp9w,18,12682,18.197748293714593,12682_52853,18.1977481842041,True,1.0,-20.657585,10
16,gnp9w,19,4635,20.06709924230975,4763_60772,20.137104034423828,False,0.9980236649345922,-15.284416,10
16,gnp9w,20,605,11.66582788698329,605_64930,11.665826797485352,True,1.0,-32.993164,10
16,gnp9w,21,26541,21.681054776415273,26285_39250,22.010417938232425,False,0.9922239781987936,-20.345837,10
16,gnp9w,22,30010,31.507202543523903,30010_35525,31.5072021484375,True,1.0,-15.085129,10
16,gnp9w,23,8004,21.394593359043174,8000_57535,21.885461807250977,False,0.986881039710177,-15.531257,10
16,gnp9w,24,17498,27.147313621448617,17498_48037,27.147314071655273,True,0.9999999883993982,-11.661591,10
16,gnp9w,25,6074,23.173639944234097,6074_59461,23.173641204833984,True,0.9999999677851736,-15.957406,10
16,gnp9w,26,27404,25.09568693564222,27404_38131,25.095685958862305,True,1.0,-16.34803,10
16,gnp9w,27,30780,24.804164387270433,30780_34755,24.80416488647461,True,0.9999999864117683,-11.933815,10
16,gnp9w,28,3284,10.157284415119271,3284_62251,10.157283782958984,True,1.0,-26.573809,10
16,gnp9w,29,23998,14.245017403796728,23998_41537,14.245018005371094,True,0.999999985029034,-25.937717,10
16,gnp9w,30,18467,12.656201932978243,18467_47068,12.65620231628418,True,0.99999998914029,-22.639946,10
16,gnp9w,31,951,12.303417140553467,951_64584,12.303417205810549,True,0.999999998243792,-24.854527,10
16,gnp9w,32,15638,18.99980029250642,15638_49897,18.999799728393555,True,1.0,-13.606806,10
16,gnp9w,33,14562,12.285362479691482,14578_50957,12.657662391662598,False,0.9893127331371202,-22.178177,10
16,gnp9w,34,13527,24.926993831126957,5343_60192,25.698476791381836,False,0.9805255343065092,-13.916626,10
16,gnp9w,35,1786,17.053309343607136,1786_63749,17.053308486938477,True,1.0,-25.61088,10
16,gnp9w,36,19157,18.0874545808218,19157_46378,18.087451934814453,True,1.0,-18.616152,10
16,gnp9w,37,17174,13.370760369558251,17158_48377,14.628110885620115,False,0.9674656966871864,-24.018806,10
16,gnp9w,38,31121,25.06090797623129,31121_34414,25.0609073638916,True,1.0,-13.660112,10
16,gnp9w,39,7408,16.76195248856793,7664_57871,17.04779052734375,False,0.992229970883982,-19.739464,10
16,gnp9w,40,28351,20.88000410289524,28351_37184,20.8800048828125,True,0.9999999779579484,-14.503147,10
16,gnp9w,41,13737,20.842057474584795,13737_51798,20.842058181762695,True,0.9999999813698868,-17.116804,10
16,gnp9w,42,31203,27.03024613926668,13526_52009,27.28571891784668,False,0.9933125670351284,-10.916201,10
16,gnp9w,43,16542,15.58055985069586,16542_48993,15.580559730529783,True,1.0,-17.880447,10
16,gnp9w,44,4161,15.070575629342764,4161_61374,15.070574760437012,True,1.0,-32.15743,10
16,gnp9w,45,10795,24.81712955142594,10795_54740,24.817129135131836,True,1.0,-15.894339,10
16,gnp9w,46,23447,34.56833086541257,23447_42088,34.568328857421875,True,1.0,-5.2454243,10
16,gnp9w,47,16496,11.151788189533868,16496_49039,11.151788711547852,True,0.9999999871493112,-29.46969,10
12,reg3,0,1223,16.0,1223_2872,16.0,True,1.0,0.0,15
12,reg3,1,127,15.0,127_684_3411_3968,15.0,True,1.0,0.0,15
12,reg3,2,1295,16.0,1295_2800,16.0,True,1.0,0.0,15
12,reg3,3,1452,16.0,627_1452_2643_3468,16.0,True,1.0,0.0,15
12,reg3,4,219,16.0,219_3876,16.0,True,1.0,0.0,15
12,reg3,5,950,15.0,950_3145,15.0,True,1.0,0.0,15
12,reg3,6,717,16.0,717_3378,16.0,True,1.0,0.0,15
12,reg3,7,543,16.0,543_3552,16.0,True,1.0,0.0,15
12,reg3,8,250,14.0,250_377_504_670_797_825_924_952_1223_1230_1251_1258_1671_1678_2417_2424_2837_2844_2865_2872_3143_3171_3270_3298_3425_3591_3718_3845,14.0,True,1.0,0.0,15
12,reg3,9,1932,16.0,1484_1932_2163_2611,16.0,True,1.0,0.0,15
12,reg3,10,1621,16.0,1449_1621_1622_1813_2282_2473_2474_2646,16.0,True,1.0,0.0,15
12,reg3,11,1590,16.0,1566_1590_2505_2529,16.0,True,1.0,0.0,15
12,reg3,12,1180,15.0,689_702_1180_1461_2634_2915_3393_3406,15.0,True,1.0,0.0,15
12,reg3,13,819,16.0,725_819_3276_3370,16.0,True,1.0,0.0,15
12,reg3,14,1961,15.0,1961_2134,15.0,True,1.0,0.0,15
12,reg3,15,909,16.0,909_1805_2290_3186,16.0,True,1.0,0.0,15
12,reg3,16,742,16.0,742_3353,16.0,True,1.0,0.0,15
12,reg3,17,1956,16.0,1956_2139,16.0,True,1.0,0.0,15
12,reg3,18,947,15.0,947_1606_2489_3148,15.0,True,1.0,0.0,15
12,reg3,19,1890,16.0,1890_2205,16.0,True,1.0,0.0,15
12,reg3,20,1187,15.0,115_1187_1709_2386_2908_3980,15.0,True,1.0,0.0,15
12,reg3,21,1111,16.0,1111_1960_2135_2984,16.0,True,1.0,0.0,15
12,reg3,22,1830,18.0,1830_2265,18.0,True,1.0,0.0,15
12,reg3,23,125,16.0,125_3970,16.0,True,1.0,0.0,15
12,reg3,24,1693,15.0,1693_1957_2138_2402,15.0,True,1.0,0.0,15
12,reg3,25,485,16.0,485_1477_1594_2501_2618_3610,16.0,True,1.0,0.0,15
12,reg3,26,1481,16.0,1481_1896_1992_2103_2199_2614,16.0,True,1.0,0.0,15
12,reg3,27,1222,15.0,1222_2873,15.0,True,1.0,0.0,15
12,reg3,28,1735,15.0,1735_2360,15.0,True,1.0,0.0,15
12,reg3,29,407,16.0,407_3688,16.0,True,1.0,0.0,15
12,reg3,30,1628,16.0,1628_2467,16.0,True,1.0,0.0,15
12,reg3,31,654,15.0,626_654_3441_3469,15.0,True,1.0,0.0,15
12,reg3,32,189,16.0,189_1197_2898_3906,16.0,True,1.0,0.0,15
12,reg3,33,606,16.0,606_3489,16.0,True,1.0,0.0,15
12,reg3,34,756,16.0,500_725_756_3339_3370_3595,16.0,True,1.0,0.0,15
12,reg3,35,1126,15.0,1126_2969,15.0,True,1.0,0.0,15
12,reg3,36,1827,14.0,910_1127_1139_1379_1649_1803_1817_1827_1834_1841_1848_1930_1944_2151_2165_2247_2254_2261_2268_2278_2292_2446_2716_2956_2968_3185,14.0,True,1.0,0.0,15
12,reg3,37,1679,15.0,1606_1679_2416_2489,15.0,True,1.0,0.0,15
12,reg3,38,31,15.0,31_4064,15.0,True,1.0,0.0,15
12,reg3,39,366,16.0,359_366_1702_2393_3729_3736,16.0,True,1.0,0.0,15
12,reg3,40,876,16.0,729_876_3219_3366,16.0,True,1.0,0.0,15
12,reg3,41,995,15.0,682_995_3100_3413,15.0,True,1.0,0.0,15
12,reg3,42,749,15.0,632_749_3346_3463,15.0,True,1.0,0.0,15
12,reg3,43,854,18.0,854_3241,18.0,True,1.0,0.0,15
12,reg3,44,303,16.0,303_399_423_1319_2776_3672_3696_3792,16.0,True,1.0,0.0,15
12,reg3,45,969,16.0,969_1086_3009_3126,16.0,True,1.0,0.0,15
12,reg3,46,933,16.0,813_933_3162_3282,16.0,True,1.0,0.0,15
12,reg3,47,795,18.0,795_3300,18.0,True,1.0,0.0,15
14,reg3,0,2394,18.0,2394_13989,18.0,True,1.0,0.0,15
14,reg3,1,5655,17.0,727_1623_2286_5655_5907_6318_6570_7466_8917_9813_10065_10476_10728_14097_14760_15656,17.0,True,1.0,0.0,15
14,reg3,2,6245,18.0,6245_10138,18.0,True,1.0,0.0,15
14,reg3,3,2746,17.0,2715_2734_2746_2905_2924_2969_2988_3000_4763_4782_4794_5715_5734_5779_5798_5810_10573_10585_10604_10649_10668_11589_11601_11620_13383_13395_13414_13459_13478_13637_13649_13668,17.0,True,1.0,0.0,15
14,reg3,4,6567,18.0,6567_7042_9341_9816,18.0,True,1.0,0.0,15
14,reg3,5,4585,17.0,1001_2793_2801_2808_4525_4585_5415_5541_5601_10782_10842_10968_11798_11858_13575_13582_13590_15382,17.0,True,1.0,0.0,15
14,reg3,6,965,18.0,965_4767_11616_15418,18.0,True,1.0,0.0,15
14,reg3,7,3041,17.0,2855_2981_3041_5368_11015_13342_13402_13528,17.0,True,1.0,0.0,15
14,reg3,8,2511,18.0,2511_13872,18.0,True,1.0,0.0,15
14,reg3,9,3262,18.0,3262_4707_11676_13121,18.0,True,1.0,0.0,15
14,reg3,10,5470,18.0,5470_10913,18.0,True,1.0,0.0,15
14,reg3,11,111,18.0,111_16272,18.0,True,1.0,0.0,15
14,reg3,12,1702,18.0,1702_14681,18.0,True,1.0,0.0,15
14,reg3,13,1948,19.0,1948_14435,19.0,True,1.0,0.0,15
14,reg3,14,1960,18.0,1960_6353_10030_14423,18.0,True,1.0,0.0,15
14,reg3,15,3150,18.0,3150_5084_11299_13233,18.0,True,1.0,0.0,15
14,reg3,16,473,18.0,473_6552_6684_9699_9831_15910,18.0,True,1.0,0.0,15
14,reg3,17,1457,18.0,1365_1457_5307_11076_14926_15018,18.0,True,1.0,0.0,15
14,reg3,18,4935,19.0,4879_4935_11448_11504,19.0,True,1.0,0.0,15
14,reg3,19,2490,19.0,954_2490_13893_15429,19.0,True,1.0,0.0,15
14,reg3,20,2017,17.0,1001_2017_2985_4001_5214_5718_7198_7702_8681_9185_10665_11169_12382_13398_14366_15382,17.0,True,1.0,0.0,15
14,reg3,21,7303,19.0,7303_9080,19.0,True,1.0,0.0,15
14,reg3,22,3119,19.0,3119_4459_11924_13264,19.0,True,1.0,0.0,15
14,reg3,23,221,18.0,221_7206_9177_16162,18.0,True,1.0,0.0,15
14,reg3,24,4787,19.0,4787_11596,19.0,True,1.0,0.0,15
14,reg3,25,4478,18.0,860_4478_4536_7175_9208_11847_11905_15523,18.0,True,1.0,0.0,15
14,reg3,26,445,17.0,445_956_2489_3000_3385_3866_3896_4533_4540_4581_6577_6584_7267_7473_7480_7521_8862_8903_8910_9116_9799_9806_11802_11843_11850_12487_12517_12998_13383_13894_15427_15938,17.0,True,1.0,0.0,15
14,reg3,27,350,18.0,350_377_16006_16033,18.0,True,1.0,0.0,15
14,reg3,28,1989,19.0,1989_14394,19.0,True,1.0,0.0,15
14,reg3,29,2867,19.0,2867_13516,19.0,True,1.0,0.0,15
14,reg3,30,5195,18.0,5195_11188,18.0,True,1.0,0.0,15
14,reg3,31,1905,19.0,1905_14478,19.0,True,1.0,0.0,15
14,reg3,32,1274,17.0,1274_1276_1722_6347_6471_6475_6795_6979_7043_9340_9404_9588_9908_9912_10036_14661_15107_15109,17.0,True,1.0,0.0,15
14,reg3,33,3369,18.0,3369_13014,18.0,True,1.0,0.0,15
14,reg3,34,3026,19.0,2167_3026_13357_14216,19.0,True,1.0,0.0,15
14,reg3,35,5237,19.0,5237_11146,19.0,True,1.0,0.0,15
14,reg3,36,2839,19.0,2839_5368_11015_13544,19.0,True,1.0,0.0,15
14,reg3,37,6449,18.0,6449_9934,18.0,True,1.0,0.0,15
14,reg3,38,2343,18.0,1992_2343_2830_13553_14040_14391,18.0,True,1.0,0.0,15
14,reg3,39,4503,19.0,4503_11880,19.0,True,1.0,0.0,15
14,reg3,40,7334,19.0,7334_9049,19.0,True,1.0,0.0,15
14,reg3,41,1706,18.0,1706_14677,18.0,True,1.0,0.0,15
14,reg3,42,7493,19.0,7493_8890,19.0,True,1.0,0.0,15
14,reg3,43,5349,17.0,5242_5244_5287_5349_5356_7288_7365_7372_7384_7768_8615_8999_9011_9018_9095_11027_11034_11096_11139_11141,17.0,True,1.0,0.0,15
14,reg3,44,2923,18.0,937_2923_13460_15446,18.0,True,1.0,0.0,15
14,reg3,45,1583,19.0,1583_5781_10602_14800,19.0,True,1.0,0.0,15
14,reg3,46,1627,19.0,1627_14756,19.0,True,1.0,0.0,15
14,reg3,47,2854,18.0,2854_13529,18.0,True,1.0,0.0,15
16,reg3,0,30564,21.0,30564_34971,21.0,True,1.0,0.0,15
16,reg3,1,14232,22.0,14232_51303,22.0,True,1.0,0.0,15
16,reg3,2,27800,21.0,27800_37735,21.0,True,1.0,0.0,15
16,reg3,3,10543,22.0,10543_22228_43307_54992,22.0,True,1.0,0.0,15
16,reg3,4,5533,22.0,5533_60002,22.0,True,1.0,0.0,15
16,reg3,5,14213,22.0,14213_51322,22.0,True,1.0,0.0,15
16,reg3,6,13083,20.0,4955_10986_11114_13083_21909_22293_29461_29465_36070_36074_43242_43626_52452_54421_54549_60580,20.0,True,1.0,0.0,15
16,reg3,7,9415,21.0,9415_56120,21.0,True,1.0,0.0,15
16,reg3,8,23433,22.0,23433_42102,22.0,True,1.0,0.0,15
16,reg3,9,9945,20.0,9945_9999_13965_13977_14093_18137_19186_23280_42255_46349_47398_51442_51558_51570_55536_55590,20.0,True,1.0,0.0,15
16,reg3,10,23829,20.0,23637_23829_24325_24332_24450_24452_41083_41085_41203_41210_41706_41898,20.0,True,1.0,0.0,15
16,reg3,11,31075,21.0,31075_34460,21.0,True,1.0,0.0,15
16,reg3,12,21583,22.0,21583_22061_22093_29771_35764_43442_43474_43952,22.0,True,1.0,0.0,15
16,reg3,13,14569,22.0,14569_50966,22.0,True,1.0,0.0,15
16,reg3,14,28910,21.0,28910_36625,21.0,True,1.0,0.0,15
16,reg3,15,3929,22.0,3929_61606,22.0,True,1.0,0.0,15
16,reg3,16,22827,22.0,22827_22890_42645_42708,22.0,True,1.0,0.0,15
16,reg3,17,8012,20.0,7964_8012_8084_57451_57523_57571,20.0,True,1.0,0.0,15
16,reg3,18,14681,20.0,7513_14681_50854_58022,20.0,True,1.0,0.0,15
16,reg3,19,19287,21.0,19287_46248,21.0,True,1.0,0.0,15
16,reg3,20,15984,22.0,15984_49551,22.0,True,1.0,0.0,15
16,reg3,21,13026,21.0,13026_52509,21.0,True,1.0,0.0,15
16,reg3,22,18523,21.0,18523_24955_40580_47012,21.0,True,1.0,0.0,15
16,reg3,23,14196,21.0,14196_51339,21.0,True,1.0,0.0,15
16,reg3,24,11862,20.0,3798_11862_11926_20118_20124_20148_45387_45411_45417_53609_53673_61737,20.0,True,1.0,0.0,15
16,reg3,25,31972,21.0,31972_33563,21.0,True,1.0,0.0,15
16,reg3,26,15848,21.0,15848_26092_39443_49687,21.0,True,1.0,0.0,15
16,reg3,27,23372,20.0,19277_20237_23372_23396_24332_29516_29540_29664_35871_35995_36019_41203_42139_42163_45298_46258,20.0,True,1.0,0.0,15
16,reg3,28,6385,21.0,6385_59150,21.0,True,1.0,0.0,15
16,reg3,29,6765,20.0,2301_2685_2909_6381_6393_6765_6777_6989_7001_25830_25842_28899_29922_35613_36636_39693_39705_58534_58546_58758_58770_59142_59154_62626_62850_63234,20.0,True,1.0,0.0,15
16,reg3,30,23819,22.0,23691_23819_41716_41844,22.0,True,1.0,0.0,15
16,reg3,31,25901,22.0,25901_39634,22.0,True,1.0,0.0,15
16,reg3,32,28561,21.0,28561_36974,21.0,True,1.0,0.0,15
16,reg3,33,3945,20.0,3945_3946_4041_4042_7625_12070_12105_12106_12129_12130_21721_25143_29237_36298_40392_43814_53405_53406_53429_53430_53465_57910_61493_61494_61589_61590,20.0,True,1.0,0.0,15
16,reg3,34,29993,20.0,29993_35542,20.0,True,1.0,0.0,15
16,reg3,35,21443,20.0,18371_21443_44092_47164,20.0,True,1.0,0.0,15
16,reg3,36,11744,21.0,11744_53791,21.0,True,1.0,0.0,15
16,reg3,37,28312,22.0,28312_37223,22.0,True,1.0,0.0,15
16,reg3,38,26203,21.0,847_26203_39332_64688,21.0,True,1.0,0.0,15
16,reg3,39,4574,22.0,4574_5022_15557_49978_60513_60961,22.0,True,1.0,0.0,15
16,reg3,40,21321,21.0,21321_44214,21.0,True,1.0,0.0,15
16,reg3,41,7367,22.0,7367_58168,22.0,True,1.0,0.0,15
16,reg3,42,1723,20.0,1723_31060_34475_63812,20.0,True,1.0,0.0,15
16,reg3,43,6947,21.0,3367_6947_17806_47729_58588_62168,21.0,True,1.0,0.0,15
16,reg3,44,31504,21.0,31504_34031,21.0,True,1.0,0.0,15
16,reg3,45,3793,19.0,2963_3285_3793_3985_6430_7260_7380_7452_11153_14620_26893_27401_27521_27757_27877_28385_30988_31852_33683_34547_37150_37658_37778_38014_38134_38642_50915_54382_58083_58155_58275_59105_61550_61742_62250_62572,19.0,True,1.0,0.0,15
16,reg3,46,22709,20.0,2623_2743_3643_3763_19005_19125_20949_22709_22741_29005_29125_36410_36530_42794_42826_44586_46410_46530_61772_61892_62792_62912,20.0,True,1.0,0.0,15
16,reg3,47,19629,22.0,19629_45906,22.0,True,1.0,0.0,15
18,reg3,0,54954,23.0,54954_207189,23.0,True,1.0,0.0,15
18,reg3,1,55220,24.0,55220_206923,24.0,True,1.0,0.0,15
18,reg3,2,65188,24.0,65188_196955,24.0,True,1.0,0.0,15
18,reg3,3,29509,24.0,29509_232634,24.0,True,1.0,0.0,15
18,reg3,4,116642,23.0,68445_115682_116642_117698_144445_145501_146461_193698,23.0,True,1.0,0.0,15
18,reg3,5,119909,23.0,119397_119909_120357_141786_142234_142746,23.0,True,1.0,0.0,15
18,reg3,6,25933,22.0,15197_15221_25933_58445_58637_115727_115851_123917_138226_146292_146416_203506_203698_236210_246922_246946,22.0,True,1.0,0.0,15
18,reg3,7,76551,24.0,76551_185592,24.0,True,1.0,0.0,15
18,reg3,8,31953,23.0,31953_91431_91493_170650_170712_230190,23.0,True,1.0,0.0,15
18,reg3,9,10164,24.0,10164_127331_134812_251979,24.0,True,1.0,0.0,15
18,reg3,10,116891,23.0,14196_51419_116891_145252_210724_247947,23.0,True,1.0,0.0,15
18,reg3,11,90780,24.0,51032_90780_171363_211111,24.0,True,1.0,0.0,15
18,reg3,12,53483,25.0,53483_208660,25.0,True,1.0,0.0,15
18,reg3,13,27838,24.0,27838_234305,24.0,True,1.0,0.0,15
18,reg3,14,30483,23.0,22295_24341_30483_44266_62275_62787_63235_87829_107754_109800_152343_154389_174314_198908_199356_199868_217877_231660_237802_239848,23.0,True,1.0,0.0,15
18,reg3,15,47261,23.0,47183_47197_47261_47309_214834_214882_214946_214960,23.0,True,1.0,0.0,15
18,reg3,16,111225,24.0,111225_150918,24.0,True,1.0,0.0,15
18,reg3,17,81282,24.0,81282_180861,24.0,True,1.0,0.0,15
18,reg3,18,128385,23.0,72045_88421_89413_128385_133758_172730_173722_190098,23.0,True,1.0,0.0,15
18,reg3,19,79431,23.0,4959_53690_54074_70239_76999_77029_77383_77413_78423_79431_93412_126116_136027_168731_182712_183720_184730_184760_185114_185144_191904_208069_208453_257184,23.0,True,1.0,0.0,15
18,reg3,20,123933,23.0,13286_29293_52765_58909_78183_78310_94311_94325_94821_117789_123933_138210_144354_167322_167818_167832_183833_183960_203234_209378_232850_248857,23.0,True,1.0,0.0,15
18,reg3,21,8543,24.0,8543_253600,24.0,True,1.0,0.0,15
18,reg3,22,33529,24.0,33529_228614,24.0,True,1.0,0.0,15
18,reg3,23,19953,23.0,19953_39821_47758_48012_50673_52657_83441_178702_209486_211470_214131_214385_222322_242190,23.0,True,1.0,0.0,15
18,reg3,24,90923,23.0,25403_40660_90923_106180_113348_148795_155963_171220_221483_236740,23.0,True,1.0,0.0,15
18,reg3,25,64842,24.0,64842_81192_180951_197301,24.0,True,1.0,0.0,15
18,reg3,26,22745,24.0,22745_239398,24.0,True,1.0,0.0,15
18,reg3,27,63176,25.0,63144_63176_198967_198999,25.0,True,1.0,0.0,15
18,reg3,28,55514,25.0,55514_206629,25.0,True,1.0,0.0,15
18,reg3,29,30469,24.0,30469_231674,24.0,True,1.0,0.0,15
18,reg3,30,53990,23.0,45302_45798_53990_54478_54982_207161_207665_208153_216345_216841,23.0,True,1.0,0.0,15
18,reg3,31,52050,24.0,52050_210093,24.0,True,1.0,0.0,15
18,reg3,32,110962,23.0,16767_110962_113858_114368_147775_148285_151181_245376,23.0,True,1.0,0.0,15
18,reg3,33,123674,25.0,23781_123674_138469_238362,25.0,True,1.0,0.0,15
18,reg3,34,117163,24.0,117163_144980,24.0,True,1.0,0.0,15
18,reg3,35,61249,23.0,16074_53089_60997_61249_65089_115061_115557_116081_116577_145566_146062_146586_147082_197054_200894_201146_209054_246069,23.0,True,1.0,0.0,15
18,reg3,36,67545,25.0,48962_67545_194598_213181,25.0,True,1.0,0.0,15
18,reg3,37,56994,23.0,24290_55202_56994_205149_206941_237853,23.0,True,1.0,0.0,15
18,reg3,38,72150,25.0,58985_72150_189993_203158,25.0,True,1.0,0.0,15
18,reg3,39,34654,23.0,34173_34654_34684_37245_39229_42838_99453_99964_101437_104509_157634_160706_162179_162690_219305_222914_224898_227459_227489_227970,23.0,True,1.0,0.0,15
18,reg3,40,60742,23.0,60694_60742_62790_102085_102086_104133_104134_110276_110404_112324_126276_128324_133819_135867_149819_151739_151867_158009_158010_160057_160058_199353_201401_201449,23.0,True,1.0,0.0,15
